NAME,B01001_001E,state,county
"Teton County, Idaho",11080,16,081
"Teton County, Montana",6080,30,099
"Teton County, Wyoming",23059,56,039
"Texas County, Missouri",25671,29,215
"Texas County, Oklahoma",21121,40,139
"Thayer County, Nebraska",5098,31,169
"Thomas County, Georgia",44730,13,275
"Thomas County, Kansas",7824,20,193
"Thomas County, Nebraska",645,31,171
"Throckmorton County, Texas",1567,48,447
"Thurston County, Nebraska",7140,31,173
"Thurston County, Washington",274684,53,067
"Tift County, Georgia",40510,13,277
"Tillamook County, Oregon",26076,41,057
"Tillman County, Oklahoma",7515,40,141
"Tioga County, New York",49045,36,107
"Tioga County, Pennsylvania",41226,42,117
"Tippah County, Mississippi",21990,28,139
"Tippecanoe County, Indiana",189294,18,157
"Tipton County, Indiana",15218,18,159
"Tipton County, Tennessee",61446,47,167
"Tishomingo County, Mississippi",19478,28,141
"Titus County, Texas",32730,48,449
"Toa Alta Municipio, Puerto Rico",73405,72,135
"Toa Baja Municipio, Puerto Rico",79726,72,137
"Todd County, Kentucky",12350,21,219
"Todd County, Minnesota",24440,27,153
"Todd County, South Dakota",10146,46,121
"Tolland County, Connecticut",151269,09,013
"Tom Green County, Texas",117466,48,451
"Tompkins County, New York",102962,36,109
"Tooele County, Utah",65185,49,045
"Toole County, Montana",4976,30,101
"Toombs County, Georgia",27048,13,279
"Torrance County, New Mexico",15595,35,057
"Towner County, North Dakota",2246,38,095
"Towns County, Georgia",11417,13,281
"Traill County, North Dakota",8019,38,097
"Transylvania County, North Carolina",33513,37,175
"Traverse County, Minnesota",3337,27,155
"Travis County, Texas",1203166,48,453
"Treasure County, Montana",777,30,103
"Trego County, Kansas",2858,20,195
"Trempealeau County, Wisconsin",29438,55,121
"Treutlen County, Georgia",6777,13,283
"Trigg County, Kentucky",14344,21,221
"Trimble County, Kentucky",8637,21,223
"Trinity County, California",12862,06,105
"Trinity County, Texas",14569,48,455
"Tripp County, South Dakota",5468,46,123
"Troup County, Georgia",69774,13,285
"Trousdale County, Tennessee",9573,47,169
"Trujillo Alto Municipio, Puerto Rico",67780,72,139
"Trumbull County, Ohio",201794,39,155
"Tucker County, West Virginia",7027,54,093
"Tulare County, California",460477,06,107
"Tulsa County, Oklahoma",642781,40,143
"Tunica County, Mississippi",10170,28,143
"Tuolumne County, California",53932,06,109
"Turner County, Georgia",7962,13,287
"Turner County, South Dakota",8264,46,125
"Tuscaloosa County, Alabama",206213,01,125
"Tuscarawas County, Ohio",92526,39,157
"Tuscola County, Michigan",53250,26,157
"Twiggs County, Georgia",8284,13,289
"Twin Falls County, Idaho",83666,16,083
"Tyler County, Texas",21496,48,457
"Tyler County, West Virginia",8909,54,095
"Tyrrell County, North Carolina",4119,37,177
"Uinta County, Wyoming",20609,56,041
"Uintah County, Utah",36323,49,047
"Ulster County, New York",179303,36,111
"Umatilla County, Oregon",76898,41,059
"Unicoi County, Tennessee",17780,47,171
"Union County, Arkansas",39732,05,139
"Union County, Florida",15239,12,125
"Union County, Georgia",22775,13,291
"Union County, Illinois",17127,17,181
"Union County, Indiana",7153,18,161
"Union County, Iowa",12453,19,175
"Union County, Kentucky",14802,21,225
"Union County, Mississippi",28356,28,145
"Union County, New Jersey",553066,34,039
"Union County, New Mexico",4175,35,059
"Union County, North Carolina",226694,37,179
"Union County, Ohio",55654,39,159
"Union County, Oregon",26028,41,061
"Union County, Pennsylvania",45114,42,119
"Union County, South Carolina",27644,45,087
"Union County, South Dakota",15177,46,127
"Union County, Tennessee",19293,47,173
"Union Parish, Louisiana",22475,22,111
"Upshur County, Texas",40769,48,459
"Upshur County, West Virginia",24605,54,097
"Upson County, Georgia",26216,13,293
"Upton County, Texas",3634,48,461
"Utah County, Utah",590440,49,049
"Utuado Municipio, Puerto Rico",29402,72,141
"Uvalde County, Texas",27009,48,463
"Val Verde County, Texas",49027,48,465
"Valdez-Cordova Census Area, Alaska",9301,02,261
"Valencia County, New Mexico",75956,35,061
"Valley County, Idaho",10401,16,085
"Valley County, Montana",7532,30,105
"Valley County, Nebraska",4224,31,175
"Van Buren County, Arkansas",16684,05,141
"Van Buren County, Iowa",7223,19,177
"Van Buren County, Michigan",75272,26,159
"Van Buren County, Tennessee",5704,47,175
"Van Wert County, Ohio",28281,39,161
"Van Zandt County, Texas",54368,48,467
"Vance County, North Carolina",44482,37,181
"Vanderburgh County, Indiana",181313,18,163
"Vega Alta Municipio, Puerto Rico",37724,72,143
"Vega Baja Municipio, Puerto Rico",53371,72,145
"Venango County, Pennsylvania",52376,42,121
"Ventura County, California",848112,06,111
"Vermilion County, Illinois",78407,17,183
"Vermilion Parish, Louisiana",59867,22,113
"Vermillion County, Indiana",15560,18,165
"Vernon County, Missouri",20691,29,217
"Vernon County, Wisconsin",30516,55,123
"Vernon Parish, Louisiana",51007,22,115
"Victoria County, Texas",91970,48,469
"Vieques Municipio, Puerto Rico",8771,72,147
"Vigo County, Indiana",107693,18,167
"Vilas County, Wisconsin",21593,55,125
"Villalba Municipio, Puerto Rico",22993,72,149
"Vinton County, Ohio",13111,39,163
"Virginia Beach city, Virginia",450135,51,810
"Volusia County, Florida",527634,12,127
"Wabash County, Illinois",11573,17,185
"Wabash County, Indiana",31631,18,169
"Wabasha County, Minnesota",21500,27,157
"Wabaunsee County, Kansas",6888,20,197
"Wadena County, Minnesota",13646,27,159
"Wagoner County, Oklahoma",77850,40,145
"Wahkiakum County, Washington",4189,53,069
"Wake County, North Carolina",1046558,37,183
"Wakulla County, Florida",31877,12,129
"Waldo County, Maine",39418,23,027
"Walker County, Alabama",64493,01,127
"Walker County, Georgia",68824,13,295
"Walker County, Texas",71539,48,471
"Walla Walla County, Washington",60236,53,071
"Wallace County, Kansas",1575,20,199
"Waller County, Texas",49987,48,473
"Wallowa County, Oregon",6924,41,063
"Walsh County, North Dakota",10802,38,099
"Walthall County, Mississippi",14601,28,147
"Walton County, Florida",65858,12,131
"Walton County, Georgia",90132,13,297
"Walworth County, South Dakota",5510,46,129
"Walworth County, Wisconsin",103013,55,127
"Wapello County, Iowa",35315,19,179
"Ward County, North Dakota",69034,38,101
"Ward County, Texas",11586,48,475
"Ware County, Georgia",35599,13,299
"Warren County, Georgia",5346,13,301
"Warren County, Illinois",17338,17,187
"Warren County, Indiana",8247,18,171
"Warren County, Iowa",49361,19,181
"Warren County, Kentucky",126427,21,227
"Warren County, Mississippi",47075,28,149
"Warren County, Missouri",33908,29,219
"Warren County, New Jersey",106293,34,041
"Warren County, New York",64480,36,113
"Warren County, North Carolina",20033,37,185
"Warren County, Ohio",226564,39,165
"Warren County, Pennsylvania",40035,42,123
"Warren County, Tennessee",40454,47,177
"Warren County, Virginia",39449,51,187
"Warrick County, Indiana",61928,18,173
"Wasatch County, Utah",30523,49,051
"Wasco County, Oregon",25866,41,065
"Waseca County, Minnesota",18809,27,161
"Washakie County, Wyoming",8129,56,043
"Washburn County, Wisconsin",15689,55,129
"Washington County, Alabama",16643,01,129
"Washington County, Arkansas",228529,05,143
"Washington County, Colorado",4840,08,121
"Washington County, Florida",24566,12,133
"Washington County, Georgia",20461,13,303
"Washington County, Idaho",10025,16,087
"Washington County, Illinois",14155,17,189
"Washington County, Indiana",27827,18,175
"Washington County, Iowa",22143,19,183
"Washington County, Kansas",5525,20,201
"Washington County, Kentucky",12019,21,229
"Washington County, Maine",31694,23,029
"Washington County, Maryland",149811,24,043
"Washington County, Minnesota",253317,27,163
"Washington County, Mississippi",47086,28,151
"Washington County, Missouri",24931,29,221
"Washington County, Nebraska",20219,31,177
"Washington County, New York",61828,36,115
"Washington County, North Carolina",12156,37,187
"Washington County, Ohio",60671,39,167
"Washington County, Oklahoma",52001,40,147
"Washington County, Oregon",581821,41,067
"Washington County, Pennsylvania",207547,42,125
"Washington County, Rhode Island",126242,44,009
"Washington County, Tennessee",127055,47,179
"Washington County, Texas",34796,48,477
"Washington County, Utah",160537,49,053
"Washington County, Vermont",58477,50,023
"Washington County, Virginia",54406,51,191
"Washington County, Wisconsin",134535,55,131
"Washington Parish, Louisiana",46457,22,117
"Washita County, Oklahoma",11432,40,149
"Washoe County, Nevada",450486,32,031
"Washtenaw County, Michigan",365961,26,161
"Watauga County, North Carolina",54117,37,189
"Watonwan County, Minnesota",10973,27,165
"Waukesha County, Wisconsin",398879,55,133
"Waupaca County, Wisconsin",51444,55,135
"Waushara County, Wisconsin",24116,55,137
"Wayne County, Georgia",29767,13,305
"Wayne County, Illinois",16487,17,191
"Wayne County, Indiana",66613,18,177
"Wayne County, Iowa",6413,19,185
"Wayne County, Kentucky",20609,21,231
"Wayne County, Michigan",1761382,26,163
"Wayne County, Mississippi",20422,28,153
"Wayne County, Missouri",13308,29,223
"Wayne County, Nebraska",9367,31,179
"Wayne County, New York",90856,36,117
"Wayne County, North Carolina",124002,37,191
"Wayne County, Ohio",116208,39,169
"Wayne County, Pennsylvania",51536,42,127
"Wayne County, Tennessee",16649,47,181
"Wayne County, Utah",2694,49,055
"Wayne County, West Virginia",40708,54,099
"Waynesboro city, Virginia",21926,51,820
"Weakley County, Tennessee",33626,47,183
"Webb County, Texas",272053,48,479
"Weber County, Utah",247731,49,057
"Webster County, Georgia",2613,13,307
"Webster County, Iowa",36757,19,187
"Webster County, Kentucky",13155,21,233
"Webster County, Mississippi",9828,28,155
"Webster County, Missouri",38082,29,225
"Webster County, Nebraska",3571,31,181
"Webster County, West Virginia",8518,54,101
"Webster Parish, Louisiana",39631,22,119
"Weld County, Colorado",295123,08,123
"Wells County, Indiana",27947,18,179
"Wells County, North Dakota",4055,38,103
"West Baton Rouge Parish, Louisiana",25860,22,121
"West Carroll Parish, Louisiana",11180,22,123
"West Feliciana Parish, Louisiana",15377,22,125
"Westchester County, New York",968815,36,119
"Westmoreland County, Pennsylvania",354751,42,129
"Westmoreland County, Virginia",17638,51,193
"Weston County, Wyoming",7100,56,045
"Wetzel County, West Virginia",15614,54,103
"Wexford County, Michigan",33111,26,165
"Wharton County, Texas",41551,48,481
"Whatcom County, Washington",216812,53,073
"Wheatland County, Montana",2149,30,107
"Wheeler County, Georgia",7939,13,309
"Wheeler County, Nebraska",822,31,183
"Wheeler County, Oregon",1426,41,069
"Wheeler County, Texas",5482,48,483
"White County, Arkansas",78804,05,145
"White County, Georgia",28928,13,311
"White County, Illinois",14025,17,193
"White County, Indiana",24217,18,181
"White County, Tennessee",26580,47,185
"White Pine County, Nevada",9737,32,033
"Whiteside County, Illinois",56396,17,195
"Whitfield County, Georgia",103849,13,313
"Whitley County, Indiana",33649,18,183
"Whitley County, Kentucky",36089,21,235
"Whitman County, Washington",48593,53,075
"Wibaux County, Montana",1175,30,109
"Wichita County, Kansas",2143,20,203
"Wichita County, Texas",131818,48,485
"Wicomico County, Maryland",102172,24,045
"Wilbarger County, Texas",12906,48,487
"Wilcox County, Alabama",10809,01,131
"Wilcox County, Georgia",8846,13,315
"Wilkes County, Georgia",9884,13,317
"Wilkes County, North Carolina",68460,37,193
"Wilkin County, Minnesota",6343,27,167
"Wilkinson County, Georgia",9078,13,319
"Wilkinson County, Mississippi",8990,28,157
"Will County, Illinois",688697,17,197
"Willacy County, Texas",21754,48,489
"Williams County, North Dakota",34061,38,105
"Williams County, Ohio",36936,39,171
"Williamsburg County, South Carolina",31794,45,089
"Williamsburg city, Virginia",14788,51,830
"Williamson County, Illinois",67299,17,199
"Williamson County, Tennessee",218648,47,187
"Williamson County, Texas",527057,48,491
"Wilson County, Kansas",8780,20,205
"Wilson County, North Carolina",81336,37,195
"Wilson County, Tennessee",132663,47,189
"Wilson County, Texas",48198,48,493
"Winchester city, Virginia",27789,51,840
"Windham County, Connecticut",116538,09,015
"Windham County, Vermont",43150,50,025
"Windsor County, Vermont",55427,50,027
"Winkler County, Texas",7802,48,495
"Winn Parish, Louisiana",14494,22,127
"Winnebago County, Illinois",286174,17,201
"Winnebago County, Iowa",10571,19,189
"Winnebago County, Wisconsin",169926,55,139
"Winneshiek County, Iowa",20401,19,191
"Winona County, Minnesota",50847,27,169
"Winston County, Alabama",23875,01,133
"Winston County, Mississippi",18358,28,159
"Wirt County, West Virginia",5797,54,105
"Wise County, Texas",64639,48,497
"Wise County, Virginia",39025,51,195
"Wolfe County, Kentucky",7223,21,237
"Wood County, Ohio",129936,39,173
"Wood County, Texas",43815,48,499
"Wood County, West Virginia",85556,54,107
"Wood County, Wisconsin",73274,55,141
"Woodbury County, Iowa",102398,19,193
"Woodford County, Illinois",38817,17,203
"Woodford County, Kentucky",26097,21,239
"Woodruff County, Arkansas",6660,05,147
"Woods County, Oklahoma",9127,40,151
"Woodson County, Kansas",3170,20,207
"Woodward County, Oklahoma",20967,40,153
"Worcester County, Maryland",51564,24,047
"Worcester County, Massachusetts",822280,25,027
"Worth County, Georgia",20656,13,321
"Worth County, Iowa",7489,19,195
"Worth County, Missouri",2040,29,227
"Wrangell City and Borough, Alaska",2484,02,275
"Wright County, Iowa",12804,19,197
"Wright County, Minnesota",132745,27,171
"Wright County, Missouri",18293,29,229
"Wyandot County, Ohio",22107,39,175
"Wyandotte County, Kansas",164345,20,209
"Wyoming County, New York",40565,36,121
"Wyoming County, Pennsylvania",27588,42,131
"Wyoming County, West Virginia",21711,54,109
"Wythe County, Virginia",28940,51,197
"Yabucoa Municipio, Puerto Rico",34149,72,151
"Yadkin County, North Carolina",37665,37,197
"Yakima County, Washington",249325,53,077
"Yakutat City and Borough, Alaska",689,02,282
"Yalobusha County, Mississippi",12421,28,161
"Yamhill County, Oregon",103820,41,071
"Yancey County, North Carolina",17667,37,199
"Yankton County, South Dakota",22717,46,135
"Yates County, New York",25009,36,123
"Yauco Municipio, Puerto Rico",36439,72,153
"Yavapai County, Arizona",224645,04,025
"Yazoo County, Mississippi",27974,28,163
"Yell County, Arkansas",21573,05,149
"Yellow Medicine County, Minnesota",9868,27,173
"Yellowstone County, Montana",157816,30,111
"Yoakum County, Texas",8571,48,501
"Yolo County, California",214977,06,113
"York County, Maine",203102,23,031
"York County, Nebraska",13799,31,185
"York County, Pennsylvania",444014,42,133
"York County, South Carolina",258641,45,091
"York County, Virginia",67587,51,199
"Young County, Texas",18114,48,503
"Yuba County, California",75493,06,115
"Yukon-Koyukuk Census Area, Alaska",5415,02,290
"Yuma County, Arizona",207829,04,027
"Yuma County, Colorado",10069,08,125
"Zapata County, Texas",14369,48,505
"Zavala County, Texas",12131,48,507
"Ziebach County, South Dakota",2814,46,137
